"R0000100","R0002300","R0385200","R0543950","R0682100"
1104,1,1,1,1
1105,1,1,1,1
1106,1,-5,-5,-5
1107,1,1,1,-5
1108,1,1,1,1
1109,1,-5,-5,-5
1110,1,1,1,3
1111,1,-5,1,1
1112,1,1,1,1
1113,1,1,1,-5
1114,1,1,1,1
1115,1,1,1,1
1116,1,1,1,1
1117,1,-5,-5,-5
1118,1,-5,-5,-5
1119,1,1,1,1
1120,1,1,1,1
1121,1,1,1,1
1122,1,1,1,1
1123,1,1,3,-5
1124,1,1,1,-5
1125,1,1,1,1
1126,1,-5,3,3
1127,1,1,1,1
1128,1,-5,-5,-5
1129,1,1,1,1
1130,1,1,1,1
1131,1,1,1,6
1132,2,1,1,1
1133,2,1,1,1
1134,2,3,1,1
1135,2,-5,1,1
1136,2,1,-5,3
1137,1,1,-5,-5
1138,1,-5,-5,-5
1139,1,-5,1,1
1140,1,4,1,1
1141,1,1,1,1
1142,1,1,2,1
1143,1,3,4,1
1144,1,1,1,4
1145,1,4,1,1
1146,1,1,1,1
1147,1,1,1,1
1148,1,1,1,1
1149,1,1,1,1
1150,2,1,1,1
1151,2,8,-5,-5
1152,1,1,1,1
1153,1,4,4,1
1154,1,1,1,1
1155,1,2,1,1
1156,1,1,8,1
1157,1,-5,-5,1
1158,1,1,1,1
1159,1,2,1,2
1160,1,1,1,1
1161,1,3,2,1
1162,1,1,1,1
1163,1,1,1,1
1164,2,-5,-5,-5
1165,2,1,-5,1
1166,2,-5,-5,-5
1167,2,-5,-5,-5
1168,1,1,1,1
1169,2,1,1,1
1170,2,-5,-5,-5
1171,2,-5,-5,1
1172,1,1,1,1
1173,1,1,1,1
1174,1,-5,-5,-5
1175,1,3,1,1
1176,1,4,1,1
1177,1,-5,1,1
1178,1,1,-5,-5
1179,2,3,1,1
1180,2,1,1,2
1181,2,1,3,1
1182,2,-5,-5,-5
1183,2,1,2,1
1184,1,1,1,1
1185,1,1,1,1
1186,1,1,1,1
1187,1,1,1,1
1188,1,1,1,1
1189,1,1,1,2
1190,1,8,-5,-5
1191,2,1,3,-5
1192,2,1,2,1
1193,2,3,-5,-5
1194,2,-5,-5,-5
1195,2,3,-5,-5
1196,1,-5,-5,-5
1197,2,-5,-5,-5
1198,2,-5,-5,-5
1199,2,-5,-5,-5
1200,2,1,-5,-5
1201,2,1,1,3
1202,2,1,1,1
1203,2,-5,3,1
1204,2,8,-5,-5
1205,1,1,1,1
1206,1,8,1,-5
1207,1,1,1,1
1208,1,1,-5,-5
1209,2,1,1,1
1210,2,2,1,1
1211,2,8,-5,-5
1212,2,1,-5,4
1213,2,1,1,-5
1214,2,-5,-5,-5
1215,2,3,1,-5
1216,2,1,1,1
1217,2,1,-5,-5
1218,1,1,-5,-5
1219,1,1,-5,-5
1220,1,-5,-5,-5
1221,2,-5,3,-5
1222,2,-5,-5,-5
1223,2,-5,-5,-5
1224,2,1,1,1
1225,2,-5,-5,-5
1226,2,-5,-5,-5
1227,1,-5,1,1
1228,1,1,1,1
1229,1,-5,-5,-5
1230,1,4,1,-5
1231,1,1,1,1
1232,1,1,-5,-5
1233,2,-5,1,1
1234,2,1,3,-5
1235,2,2,3,6
1236,2,1,3,1
1237,2,3,1,-5
1238,2,3,1,-5
1239,2,-5,-5,-5
1240,2,1,-5,-5
1241,1,-5,-5,-5
1242,1,-5,-5,-5
1243,1,1,1,1
1244,1,1,1,-5
1245,1,1,1,1
1246,1,1,1,-5
1247,1,1,1,1
1248,1,1,1,1
1249,1,3,3,2
1250,1,1,1,1
1251,1,1,1,1
1252,1,1,1,1
1253,1,1,1,1
1254,1,1,-5,-5
1255,1,1,2,-5
1256,1,1,1,1
1257,2,1,-5,-5
1258,2,-5,1,-5
1259,2,-5,-5,-5
1260,1,1,1,1
1261,1,1,4,1
1262,1,1,1,1
1263,1,1,1,-5
1264,1,1,1,1
1265,1,1,1,-5
1266,1,1,1,1
1267,1,4,1,1
1268,1,1,1,1
1269,1,1,1,1
1270,1,1,-5,-5
1271,1,1,-5,1
1272,1,3,1,1
1273,1,-5,1,1
1274,1,1,-5,-5
1275,2,4,1,3
1276,2,1,8,-5
1277,2,1,1,-5
1278,2,-5,-5,-5
1279,3,1,1,-5
1280,3,3,-5,-5
1281,1,-5,-5,-5
1282,1,1,-5,-5
1283,1,1,1,1
1284,1,1,1,1
1285,1,1,1,1
1286,1,3,1,3
1287,1,-5,1,1
1288,1,1,1,2
1289,1,1,1,1
1290,2,1,1,1
1291,2,-5,-5,-5
1292,2,-5,-5,-5
1293,1,1,1,1
1294,1,-5,-5,-5
1295,1,-5,1,-5
1296,1,-5,-5,-5
1297,1,-5,-5,-5
1298,1,4,1,1
1299,1,-5,-5,-5
1300,2,-5,-5,-5
1301,2,3,8,-5
1302,2,3,1,-5
1303,2,-5,-5,-5
1304,2,-5,-5,-5
1305,1,-5,1,1
1306,1,1,1,1
1307,1,1,1,1
1308,1,-5,-5,-5
1309,1,-5,-5,-5
1310,1,1,1,2
1311,1,3,1,-5
1312,1,8,1,1
1313,1,1,1,1
1314,1,3,1,3
1315,1,1,1,-5
1316,1,8,1,1
1317,2,1,-5,-5
1318,2,4,-5,-5
1319,2,4,-5,-5
1320,2,3,3,-5
1321,2,1,-5,-5
1322,2,1,-5,-5
1323,2,1,1,-5
1324,2,-5,-5,-5
1325,2,1,-5,-5
1326,2,1,-5,-5
1327,2,-5,-5,-5
1328,2,1,-5,-5
1329,2,-5,-5,-5
1330,2,-5,8,1
1331,2,8,-5,-5
1332,3,1,1,1
1333,1,-5,-5,-5
1334,1,1,1,1
1335,2,1,8,8
1336,2,1,1,1
1337,2,1,8,1
1338,1,1,1,1
1339,1,1,1,1
1340,1,-5,1,1
1341,1,-5,-5,-5
1342,1,1,-5,-5
1343,1,-5,-5,-5
1344,1,-5,-5,-5
1345,1,-5,-5,-5
1346,1,-5,-5,-5
1347,2,-5,3,2
1348,2,1,-5,-5
1349,2,1,1,1
1350,2,-5,1,1
1351,2,1,-5,-5
1352,2,3,-5,2
1353,2,1,1,1
1354,2,1,1,3
1355,2,4,1,1
1356,2,3,1,3
1357,2,-5,-5,-5
1358,1,-5,1,1
1359,1,1,1,1
1360,1,1,1,1
1361,1,1,1,-5
1362,1,2,1,1
1363,1,1,1,1
1364,1,3,1,-5
1365,1,1,1,1
1366,1,-5,-5,-5
1367,1,8,-5,-5
1368,2,-5,-5,-5
1369,2,-5,-5,-5
1370,2,1,1,-5
1371,2,1,1,1
1372,2,1,-5,-5
1373,1,-5,-5,-5
1374,1,1,1,1
1375,1,1,1,1
1376,1,-5,-5,-5
1377,1,1,1,1
1378,1,1,-5,-5
1379,1,1,1,-5
1380,1,1,1,1
1381,1,1,-5,-5
1382,1,-5,1,1
1383,2,-5,-5,-5
1384,2,8,-5,-5
1385,2,1,-5,-5
1386,2,1,-5,-5
1387,2,-5,-5,-5
1388,2,-5,-5,-5
1389,1,4,2,1
1390,1,-5,-5,-5
1391,1,1,1,1
1392,1,1,3,3
1393,1,1,-5,-5
1394,1,-5,-5,-5
1395,1,1,1,1
1396,1,1,1,1
1397,1,1,1,1
1398,1,1,1,1
1399,1,1,1,1
1400,2,1,-5,-5
1401,2,2,-5,-5
1402,1,-5,-5,-5
1403,1,1,-5,-5
1404,1,8,1,1
1405,1,1,-5,-5
1406,1,2,-5,-5
1407,1,1,1,2
1408,1,1,1,1
1409,1,1,2,1
1410,1,1,1,2
1411,1,1,1,1
1412,1,1,-5,-5
1413,1,-5,1,1
1414,1,-5,-5,-5
1415,1,-5,-5,-5
1416,1,1,1,1
1417,2,-5,-5,-5
1418,2,8,-5,-5
1419,2,4,8,6
1420,2,-5,-5,-5
1421,2,2,1,3
1422,2,1,1,3
1423,2,3,1,1
1424,2,2,1,-5
1425,2,1,1,1
1426,2,1,3,3
1427,2,-5,-5,-5
1428,1,-5,1,1
1429,1,1,-5,1
1430,1,1,1,1
1431,1,1,1,1
1432,1,1,1,1
1433,1,1,-5,-5
1434,1,-5,-5,-5
1435,1,1,-5,-5
1436,1,1,1,1
1437,1,6,6,6
1438,1,1,1,1
1439,1,1,1,1
1440,1,1,1,1
1441,1,1,1,1
1442,2,-5,-5,-5
1443,2,1,-5,-5
1444,2,1,8,1
1445,2,4,1,3
1446,2,3,-5,-5
1447,2,1,1,1
1448,2,1,3,-5
1449,2,8,1,3
1450,2,2,-5,-5
1451,2,-5,-5,-5
1452,2,1,-5,-5
1453,2,1,-5,1
1454,2,1,3,-5
1455,2,-5,-5,-5
1456,2,-5,-5,-5
1457,2,-5,-5,-5
1458,1,1,1,3
1459,1,1,1,1
1460,1,1,3,1
1461,1,1,1,1
1462,1,1,1,1
1463,1,1,1,1
1464,1,1,1,1
1465,1,3,1,1
1466,1,1,-5,-5
1467,1,1,1,1
1468,1,1,1,1
1469,1,1,3,1
1470,1,1,1,1
1471,1,-5,-5,-5
1472,1,-5,1,1
1473,1,1,6,8
1474,1,1,1,1
1475,1,1,1,1
1476,1,4,1,2
1477,2,1,-5,-5
1478,2,-5,-5,-5
1479,2,1,-5,-5
1480,2,1,1,1
1481,2,-5,-5,-5
1482,2,-5,-5,-5
1483,2,-5,-5,-5
1484,2,1,-5,3
1485,2,-5,1,1
1486,2,-5,1,8
1487,1,1,-5,1
1488,1,1,1,1
1489,1,1,-5,-5
1490,1,1,1,-5
1491,1,1,1,1
1492,2,1,1,1
1493,2,-5,-5,-5
1494,2,8,-5,-5
1495,2,2,1,-5
1496,2,3,2,3
1497,2,1,1,1
1498,2,1,1,1
1499,1,1,1,1
1500,1,1,1,1
1501,1,1,1,1
1502,1,1,1,2
1503,1,1,1,1
1504,1,1,1,2
1505,1,-5,-5,-5
1506,1,1,1,1
1507,2,-5,-5,-5
1508,1,1,1,1
1509,1,1,-5,-5
1510,1,1,1,1
1511,1,1,1,1
1512,1,-5,1,1
1513,1,4,1,1
1514,1,1,1,1
1515,1,-5,1,1
1516,1,1,1,1
1517,1,1,1,1
1518,1,1,1,1
1519,1,1,1,1
1520,1,1,1,1
1521,1,1,1,1
1522,1,-5,-5,-5
1523,1,1,1,1
1524,1,1,-5,3
1525,1,-5,-5,-5
1526,1,1,1,1
1527,1,4,1,1
1528,1,1,1,1
1529,1,1,1,1
1530,1,1,1,1
1531,1,3,3,1
1532,1,1,1,1
1533,1,1,-5,-5
1534,2,2,8,3
1535,1,1,1,1
1536,1,1,1,1
1537,1,1,1,1
1538,1,1,-5,-5
1539,1,1,1,1
1540,1,-5,-5,1
1541,1,1,1,1
1542,1,1,1,1
1543,1,1,1,1
1544,1,1,1,1
1545,1,1,1,1
1546,2,-5,-5,-5
1547,2,-5,-5,-5
1548,2,1,1,-5
1549,1,-5,-5,-5
1550,1,-5,-5,1
1551,1,-5,1,1
1552,1,1,4,1
1553,1,1,1,1
1554,1,-5,1,1
1555,1,1,3,3
1556,1,1,1,1
1557,1,-5,1,1
1558,1,-5,1,1
1559,1,1,1,1
1560,1,1,3,3
1561,1,1,1,-5
1562,1,1,4,-5
1563,1,1,1,1
1564,2,1,1,2
1565,2,-5,1,1
1566,2,2,1,1
1567,2,1,-5,-5
1568,1,8,1,3
1569,1,1,1,1
1570,1,1,1,1
1571,1,1,2,1
1572,1,-5,-5,-5
1573,1,1,-5,1
1574,1,1,1,-5
1575,1,1,1,1
1576,1,1,1,1
1577,1,-5,1,1
1578,1,1,1,1
1579,1,1,1,1
1580,1,2,1,1
1581,1,4,1,1
1582,1,1,1,1
1583,1,-5,-5,-5
1584,1,-5,3,-5
1585,1,1,3,1
1586,1,1,1,1
1587,1,-5,1,1
1588,1,1,1,1
1589,1,1,1,1
1590,1,-5,-5,-5
1591,1,1,3,1
1592,1,1,1,1
1593,1,1,1,1
1594,1,1,1,1
1595,1,1,1,1
1596,1,1,1,1
1597,1,1,1,1
1598,1,1,1,1
1599,1,1,1,1
1600,1,-5,1,1
1601,1,1,1,1
1602,2,1,-5,1
1603,2,-5,-5,-5
1604,1,1,2,1
1605,1,1,1,2
1606,1,1,1,1
1607,1,1,1,-5
1608,1,1,1,1
1609,2,1,1,-5
1610,1,4,1,1
1611,1,4,1,3
1612,1,1,1,1
1613,1,3,1,1
1614,1,1,1,1
1615,1,1,1,1
1616,1,1,-5,-5
1617,1,-5,1,1
1618,1,-5,-5,-5
1619,1,3,-5,-5
1620,1,1,1,-5
1621,1,1,6,1
1622,1,3,-5,-5
1623,1,1,1,1
1624,1,1,1,1
1625,1,1,-5,-5
1626,1,-5,-5,-5
1627,1,2,1,-5
1628,1,1,1,1
1629,1,8,6,8
1630,1,1,1,1
1631,1,1,1,1
1632,1,1,1,1
1633,1,1,1,1
1634,1,3,-5,1
1635,1,1,-5,-5
1636,1,1,1,1
1637,1,1,1,-5
1638,1,1,1,3
1639,1,1,1,1
1640,1,1,1,2
1641,1,-5,2,-5
1642,1,-5,-5,-5
1643,1,-5,1,1
1644,2,6,6,-5
1645,2,1,1,-5
1646,2,1,1,-5
1647,1,1,1,-5
1648,1,-5,1,1
1649,1,-5,1,1
1650,1,1,1,1
1651,1,1,3,1
1652,1,3,-5,-5
1653,1,1,2,1
1654,1,1,1,1
1655,1,1,3,1
1656,1,-5,1,1
1657,1,1,1,1
1658,1,4,1,1
1659,1,1,1,1
1660,1,1,1,-5
1661,1,1,-5,-5
1662,2,1,1,1
1663,2,-5,-5,-5
1664,2,-5,-5,-5
1665,1,1,1,1
1666,1,1,1,2
1667,1,1,1,1
1668,2,-5,-5,-5
1669,2,-5,3,-5
1670,2,-5,-5,-5
1671,1,-5,1,1
1672,1,1,-5,-5
1673,1,-5,-5,-5
1674,1,1,-5,-5
1675,1,-5,1,1
1676,1,1,-5,-5
1677,1,1,1,1
1678,2,3,1,-5
1679,1,1,1,1
1680,1,1,4,1
1681,1,1,1,1
1682,1,1,1,1
1683,1,1,-5,-5
1684,1,1,1,1
1685,1,1,1,1
1686,1,2,1,1
1687,1,-5,3,1
1688,1,1,1,1
1689,1,-5,-5,-5
1690,1,1,-5,-5
1691,1,1,1,1
1692,1,-5,3,1
1693,1,3,1,-5
1694,1,-5,1,1
1695,1,-5,-5,-5
1696,1,1,1,1
1697,1,1,1,1
1698,1,1,1,1
1699,1,1,1,1
1700,1,1,1,1
1701,1,1,1,1
1702,1,4,1,1
1703,1,1,1,1
1704,1,1,1,1
1705,1,1,1,2
1706,1,-5,2,1
1707,1,1,1,1
1708,1,1,1,1
1709,1,1,-5,-5
1710,1,1,1,1
1711,1,1,1,1
1712,1,1,1,1
1713,1,4,1,1
1714,1,1,1,1
1715,1,1,1,1
1716,1,1,1,1
1717,1,1,1,1
1718,1,1,1,1
1719,1,1,1,1
1720,1,3,1,1
1721,1,1,1,1
1722,1,1,1,-5
1723,1,-5,-5,1
1724,1,4,1,1
1725,1,1,1,1
1726,1,-5,-5,-5
1727,1,1,1,1
1728,1,1,1,1
1729,1,1,2,1
1730,1,-5,1,2
1731,1,1,1,3
1732,1,-5,1,1
1733,1,1,-5,1
1734,1,1,-5,1
1735,1,1,1,1
1736,1,4,1,1
1737,1,1,1,4
1738,1,-5,-5,-5
1739,1,1,1,2
1740,1,1,1,1
1741,1,1,1,1
1742,1,-5,1,1
1743,1,1,1,1
1744,1,1,1,1
1745,1,1,1,1
1746,1,1,1,1
1747,1,-5,1,1
1748,1,1,1,1
1749,1,-5,-5,-5
1750,1,-5,1,1
1751,1,1,1,3
1752,1,1,1,1
1753,1,1,1,1
1754,1,1,4,1
1755,1,1,1,1
1756,1,1,1,-5
1757,1,-5,-5,-5
1758,1,1,1,1
1759,1,1,1,1
1760,1,1,-5,-5
1761,1,1,-5,1
1762,1,1,1,1
1763,1,1,1,1
1764,1,-5,-5,-5
1765,1,-5,1,2
1766,1,1,1,2
1767,1,1,1,1
1768,1,1,1,1
1769,1,2,1,1
1770,1,2,1,1
1771,1,3,1,1
1772,1,1,1,1
1773,1,1,1,1
1774,1,1,1,1
1775,1,4,-5,-5
1776,1,1,1,1
1777,1,4,1,1
1778,1,1,1,1
1779,1,1,1,1
1780,1,1,1,1
1781,1,2,1,1
1782,1,-5,-5,-5
1783,1,1,-5,-5
1784,1,6,1,-5
1785,1,1,1,1
1786,1,3,1,1
1787,1,-5,-5,-5
1788,1,4,1,1
1789,1,1,1,1
1790,1,1,8,1
1791,1,1,1,2
1792,1,-5,1,1
1793,1,1,-5,-5
1794,1,2,1,-5
1795,1,1,1,-5
1796,1,1,1,1
1797,1,1,1,1
1798,1,1,-5,1
1799,1,4,1,1
1800,1,6,6,6
1801,1,-5,-5,-5
1802,1,1,1,-5
1803,1,1,1,1
1804,1,3,1,1
1805,1,4,1,1
1806,1,8,8,6
1807,1,1,1,1
1808,1,8,-5,1
1809,1,3,1,1
1810,1,4,1,4
1811,1,-5,-5,-5
1812,1,1,1,1
1813,1,1,-5,-5
1814,1,1,1,1
1815,1,1,1,1
1816,1,2,1,1
1817,1,1,1,1
1818,1,1,1,-5
1819,1,1,1,1
1820,1,1,1,1
1821,1,4,1,1
1822,1,1,1,1
1823,1,-5,-5,-5
1824,1,-5,-5,1
1825,1,1,-5,-5
1826,1,-5,1,3
1827,1,1,-5,-5
1828,1,1,4,1
1829,1,1,1,1
1830,1,1,1,1
1831,1,1,1,-5
1832,1,1,1,-5
1833,1,1,-5,-5
1834,1,1,1,1
1835,1,1,1,1
1836,1,1,-5,1
1837,1,-5,-5,-5
1838,1,1,1,1
1839,1,1,1,1
1840,1,-5,-5,-5
1841,1,1,1,-5
1842,1,-5,-5,-5
1843,1,1,1,1
1844,1,1,1,1
1845,1,-5,1,1
1846,1,1,1,-5
1847,1,1,1,-5
1848,1,8,-5,-5
1849,1,1,1,1
1850,1,-5,-5,-5
1851,1,-5,-5,-5
1852,1,-5,-5,-5
1853,1,3,1,1
1854,1,1,1,1
1855,1,1,1,2
1856,1,1,-5,-5
1857,1,1,1,-5
1858,1,3,1,3
1859,1,3,1,1
1860,1,1,1,1
1861,1,1,1,-5
1862,1,8,-5,-5
1863,1,1,1,1
1864,1,-5,1,1
1865,1,1,1,1
1866,1,4,4,1
1867,1,1,1,1
1868,1,1,1,1
1869,1,1,1,1
1870,1,-5,-5,-5
1871,1,1,1,1
1872,1,1,1,1
1873,1,1,1,1
1874,1,1,1,-5
1875,1,4,1,1
1876,1,-5,4,1
1877,2,1,-5,-5
1878,1,1,1,1
1879,1,1,1,-5
1880,1,1,1,1
1881,1,1,1,1
1882,1,1,1,1
1883,1,1,1,1
1884,1,4,1,1
1885,1,1,1,1
1886,1,1,1,1
1887,1,1,-5,-5
1888,1,1,1,1
1889,1,1,1,-5
1890,1,1,1,1
1891,1,1,1,1
1892,1,1,1,1
1893,1,1,4,1
1894,1,1,1,1
1895,1,1,1,1
1896,1,1,1,1
1897,1,4,1,1
1898,1,-5,-5,-5
1899,1,1,1,-5
1900,1,3,3,1
1901,1,1,1,-5
1902,1,-5,-5,1
1903,1,1,1,1
1904,1,1,8,1
1905,1,1,1,1
1906,1,1,1,1
1907,1,1,1,1
1908,1,1,-5,-5
1909,1,-5,-5,-5
1910,1,1,1,1
1911,1,1,1,1
1912,1,1,1,-5
1913,1,1,1,1
1914,1,1,1,1
1915,1,1,-5,-5
1916,1,-5,-5,1
1917,1,1,1,1
1918,1,2,-5,-5
1919,1,1,1,1
1920,1,1,1,1
1921,1,1,1,2
1922,1,1,1,1
1923,2,1,1,2
1924,2,1,-5,-5
1925,1,1,2,8
1926,1,1,1,1
1927,1,-5,1,1
1928,1,1,1,1
1929,1,1,1,1
1930,1,1,1,1
1931,2,1,-5,-5
1932,2,-5,-5,-5
1933,1,1,1,1
1934,1,8,-5,-5
1935,1,4,1,-5
1936,1,1,1,1
1937,1,1,1,1
1938,1,1,1,1
1939,1,1,1,1
1940,1,1,1,2
1941,1,1,4,1
1942,1,1,1,1
1943,1,-5,-5,-5
1944,1,1,1,1
1945,1,1,1,1
1946,1,1,1,1
1947,1,1,1,1
1948,1,1,1,1
1949,1,1,1,1
1950,1,1,1,1
1951,1,1,1,1
1952,1,1,1,1
1953,1,1,1,1
1954,1,1,1,1
1955,1,-5,2,1
1956,1,4,1,1
1957,1,8,1,1
1958,1,8,4,1
1959,1,-5,-5,-5
1960,1,4,1,1
1961,1,1,1,1
1962,1,1,1,4
1963,1,1,1,1
1964,2,1,1,1
1965,2,-5,-5,-5
1966,2,-5,-5,-5
1967,1,1,1,1
1968,1,4,3,1
1969,1,1,1,1
1970,1,1,1,1
1971,1,1,1,1
1972,1,-5,-5,-5
1973,1,-5,1,2
1974,1,1,-5,-5
1975,1,1,1,1
1976,1,1,1,1
1977,1,1,-5,-5
1978,1,1,1,1
1979,1,4,1,-5
1980,1,-5,1,1
1981,1,1,-5,-5
1982,1,1,1,1
1983,1,3,1,1
1984,1,-5,-5,-5
1985,1,1,1,1
1986,2,1,-5,-5
1987,1,1,1,2
1988,1,-5,-5,-5
1989,1,1,1,3
1990,1,-5,-5,-5
1991,1,1,1,1
1992,1,1,1,1
1993,1,4,1,4
1994,1,1,1,1
1995,1,-5,-5,-5
1996,1,-5,-5,-5
1997,1,1,1,1
1998,1,-5,-5,-5
1999,1,4,2,1
2000,1,4,-5,-5
2001,1,1,1,-5
2002,1,1,1,1
2003,1,-5,-5,-5
2004,1,1,1,1
2005,1,1,1,1
2006,1,1,1,1
2007,1,1,-5,-5
2008,1,-5,1,1
2009,1,1,1,3
2010,1,2,1,1
2011,1,1,1,-5
2012,1,1,1,2
2013,1,-5,-5,-5
2014,1,1,1,1
2015,1,1,1,1
2016,1,1,1,1
2017,1,1,1,1
2018,1,1,3,1
2019,1,4,1,1
2020,1,1,1,1
2021,1,1,1,1
2022,1,1,1,1
2023,1,1,-5,-5
2024,1,-5,1,1
2025,1,1,-5,-5
2026,1,1,1,1
2027,1,1,-5,-5
2028,1,-5,-5,-5
2029,1,1,1,1
2030,1,1,1,1
2031,1,1,1,1
2032,1,1,-5,-5
2033,1,1,-5,-5
2034,2,-5,3,1
2035,2,-5,1,1
2036,2,1,1,1
2037,2,-5,-5,-5
2038,2,-5,-5,-5
2039,2,1,1,1
2040,2,3,1,2
2041,1,1,1,1
2042,1,1,1,1
2043,1,1,-5,-5
2044,2,3,-5,1
2045,1,-5,4,1
2046,1,1,1,1
2047,1,1,1,1
2048,1,1,1,1
2049,1,1,1,1
2050,1,3,1,1
2051,1,1,-5,-5
2052,1,1,1,2
2053,1,1,-5,1
2054,1,-5,4,1
2055,1,1,1,1
2056,1,4,1,1
2057,1,-5,1,-5
2058,1,1,1,1
2059,1,1,1,1
2060,1,1,1,-5
2061,1,1,1,1
2062,1,1,3,1
2063,1,8,1,1
2064,1,1,1,1
2065,1,1,1,1
2066,1,1,1,1
2067,1,1,1,1
2068,1,1,1,1
2069,1,1,-5,-5
2070,1,1,1,1
2071,1,2,-5,-5
2072,1,1,1,1
2073,1,-5,1,1
2074,1,1,1,1
2075,1,1,1,1
2076,1,1,1,1
2077,1,1,1,1
2078,1,4,1,1
2079,1,-5,-5,-5
2080,1,3,1,-5
2081,1,-5,-5,-5
2082,1,1,1,3
2083,1,1,2,1
2084,1,1,1,1
2085,1,-5,1,-5
2086,1,-5,-5,-5
2087,1,1,1,1
2088,1,1,1,1
2089,1,1,1,1
2090,1,1,1,1
2091,1,1,1,1
2092,1,1,1,1
2093,1,1,1,2
2094,1,-5,-5,-5
2095,1,1,1,1
2096,1,1,1,1
2097,1,1,1,-5
2098,1,3,1,1
2099,1,-5,1,1
2100,1,1,1,1
2101,1,1,1,1
2102,1,1,1,1
2103,1,1,-5,-5
2104,1,1,-5,-5
2105,1,1,1,1
2106,1,1,-5,-5
2107,1,-5,-5,-5
2108,1,-5,-5,-5
2109,1,4,1,1
2110,1,1,-5,-5
2111,1,1,1,1
2112,1,1,-5,-5
2113,1,4,1,1
2114,1,4,1,1
2115,1,1,1,1
2116,1,1,1,1
2117,1,-5,1,1
2118,1,1,-5,-5
2119,1,1,-5,-5
2120,1,1,-5,-5
2121,1,8,1,1
2122,1,1,1,1
2123,1,1,1,2
2124,1,-5,-5,-5
2125,1,1,6,-5
2126,1,4,1,1
2127,1,1,1,1
2128,1,1,1,2
2129,1,1,1,1
2130,1,-5,-5,-5
2131,1,1,1,1
2132,1,1,1,-5
2133,1,3,1,1
2134,1,1,1,1
2135,1,1,1,1
2136,1,1,1,1
